molecule_chembl_id,standard_type,standard_units,IC50,type,units,value,canonical_smiles,pIC50
CHEMBL68920,IC50,nM,41.0,IC50,uM,0.041,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,7.3872161432802645
CHEMBL69960,IC50,nM,170.0,IC50,uM,0.17,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.769551078621726
CHEMBL137635,IC50,nM,9300.0,IC50,uM,9.3,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,5.031517051446065
CHEMBL306988,IC50,nM,500000.0,IC50,uM,500.0,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,3.3010299956639813
CHEMBL66879,IC50,nM,3000000.0,IC50,uM,3000.0,O=C(O)/C=C/c1ccc(O)cc1,2.5228787452803374
CHEMBL77085,IC50,nM,96000.0,IC50,uM,96.0,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],4.017728766960432
CHEMBL443268,IC50,nM,5310.0,IC50,uM,5.31,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.274905478918531
CHEMBL76979,IC50,nM,264000.0,IC50,uM,264.0,COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,3.5783960731301687
CHEMBL76589,IC50,nM,125.0,IC50,uM,0.125,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,6.903089986991944
CHEMBL76904,IC50,nM,35000.0,IC50,uM,35.0,N#CC(C#N)=Cc1ccc(O)c(O)c1,4.455931955649724
CHEMBL1009,IC50,nM,900000.0,IC50,uM,900.0,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,3.0457574905606752
CHEMBL304271,IC50,nM,0.45,IC50,uM,0.00045,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,9.346787486224656
CHEMBL296407,IC50,nM,10000.0,IC50,uM,10.0,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,5.0
CHEMBL309625,IC50,nM,60000.0,IC50,uM,60.0,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,4.221848749616356
CHEMBL77825,IC50,nM,600000.0,IC50,uM,600.0,COc1ccc(NN=C(C#N)C#N)cc1,3.221848749616356
CHEMBL421877,IC50,nM,850000.0,IC50,uM,850.0,COc1cc(C=C(C#N)C#N)cc(OC)c1O,3.070581074285707
CHEMBL310798,IC50,nM,3000.0,IC50,uM,3.0,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,5.522878745280337
CHEMBL135592,IC50,nM,8000.0,IC50,uM,8.0,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,5.096910013008056
CHEMBL309866,IC50,nM,1300000.0,IC50,uM,1300.0,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O,2.886056647693163
CHEMBL77381,IC50,nM,1360000.0,IC50,uM,1360.0,N#C/C(=C/c1ccc[nH]1)C(=O)O,2.8664610916297826
CHEMBL76602,IC50,nM,165000.0,IC50,uM,165.0,N#C/C(=C\c1ccc(O)cc1)C(=O)O,3.7825160557860937
CHEMBL77737,IC50,nM,250000.0,IC50,uM,250.0,N#CC(C#N)=Cc1ccncc1,3.6020599913279625
CHEMBL308134,IC50,nM,125000.0,IC50,uM,125.0,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,3.9030899869919438
CHEMBL136491,IC50,nM,14.0,IC50,uM,0.014,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.853871964321762
CHEMBL76557,IC50,nM,625000.0,IC50,uM,625.0,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,3.2041199826559246
CHEMBL336113,IC50,nM,1000.0,IC50,uM,1.0,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,6.0
CHEMBL133024,IC50,nM,100.0,IC50,uM,0.1,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.0
CHEMBL344652,IC50,nM,13350.0,IC50,uM,13.35,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,4.874518734299406
CHEMBL77814,IC50,nM,350000.0,IC50,uM,350.0,N#CC(C#N)=CNc1ccc(O)cc1,3.4559319556497243
CHEMBL47986,IC50,nM,14000.0,IC50,uM,14.0,O=CN/C=C/c1cc(O)ccc1O,4.853871964321762
CHEMBL138125,IC50,nM,238.0,IC50,uM,0.238,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,6.623423042943488
CHEMBL137364,IC50,nM,64.0,IC50,uM,0.064,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,7.1938200260161125
CHEMBL308339,IC50,nM,1400000.0,IC50,uM,1400.0,N#CC(C#N)=C1C(=O)NC(=O)NC1=O,2.853871964321762
CHEMBL78174,IC50,nM,430000.0,IC50,uM,430.0,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,3.3665315444204134
CHEMBL302552,IC50,nM,22.0,IC50,uM,0.022,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,7.657577319177793
CHEMBL309598,IC50,nM,13500.0,IC50,uM,13.5,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,4.8696662315049934
CHEMBL67057,IC50,nM,4.5,IC50,uM,0.0045,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,8.346787486224656
CHEMBL332096,IC50,nM,508.0,IC50,uM,0.508,Nc1ccc2ncnc(NCc3ccccc3)c2c1,6.294136287716081
CHEMBL77387,IC50,nM,450000.0,IC50,uM,450.0,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,3.3467874862246565
CHEMBL432903,IC50,nM,200.0,IC50,uM,0.2,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,6.698970004336019
CHEMBL69964,IC50,nM,210.0,IC50,uM,0.21,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,6.6777807052660805
CHEMBL65848,IC50,nM,1410.0,IC50,uM,1.41,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,5.85078088734462
CHEMBL78184,IC50,nM,833000.0,IC50,uM,833.0,N#C/C(=C\c1ccc(F)cc1)C(=O)O,3.0793549985932125
CHEMBL76985,IC50,nM,47000.0,IC50,uM,47.0,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,4.327902142064283
CHEMBL145,IC50,nM,1200000.0,IC50,uM,1200.0,O=C(O)/C=C/c1ccc(O)c(O)c1,2.9208187539523753
CHEMBL69629,IC50,nM,6.5,IC50,uM,0.0065,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.187086643357144
CHEMBL136492,IC50,nM,8400.0,IC50,uM,8.4,CN(c1ccccc1)c1ncnc2ccc(N)cc12,5.075720713938118
CHEMBL77197,IC50,nM,1100000.0,IC50,uM,1100.0,COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O,2.958607314841775
CHEMBL305695,IC50,nM,560000.0,IC50,uM,560.0,N#CC(C#N)=Cc1ccc(O)cc1,3.2518119729937993
CHEMBL76587,IC50,nM,6500000.0,IC50,uM,6500.0,N#CC(C#N)Cc1ccc(O)cc1,2.1870866433571443
CHEMBL66570,IC50,nM,13.0,IC50,uM,0.013,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,7.886056647693163
CHEMBL308048,IC50,nM,800000.0,IC50,uM,800.0,N#C/C(=C\c1ccc(O)cc1)C(N)=O,3.0969100130080562
CHEMBL311119,IC50,nM,60000.0,IC50,uM,60.0,N#CC(C#N)=Cc1ccc(C=O)cc1,4.221848749616356
CHEMBL76905,IC50,nM,37000.0,IC50,uM,37.0,N#CC(C#N)=Cc1cc(O)cc(O)c1,4.431798275933005
CHEMBL77524,IC50,nM,833000.0,IC50,uM,833.0,COc1ccc(/C=C(\C#N)C(=O)O)cc1,3.0793549985932125
CHEMBL305194,IC50,nM,29.0,IC50,uM,0.029,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,7.5376020021010435
CHEMBL307250,IC50,nM,325000.0,IC50,uM,325.0,COc1cc(/C=C(\C#N)C(=O)O)ccc1O,3.4881166390211256
CHEMBL80155,IC50,nM,6000.0,IC50,uM,6.0,COc1cc(C=C(C#N)C#N)cc(O)c1O,5.221848749616356
CHEMBL343352,IC50,nM,200.0,IC50,uM,0.2,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.698970004336019
CHEMBL52765,IC50,nM,44.0,IC50,uM,0.044,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.356547323513812
CHEMBL311564,IC50,nM,450000.0,IC50,uM,450.0,COc1ccc(C(O)=C(C#N)C#N)cc1,3.3467874862246565
CHEMBL76642,IC50,nM,75000.0,IC50,uM,75.0,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,4.1249387366083
CHEMBL308645,IC50,nM,4.7,IC50,uM,0.0047,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.327902142064282
CHEMBL67003,IC50,nM,1.8,IC50,uM,0.0018,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,8.744727494896694
CHEMBL307248,IC50,nM,640000.0,IC50,uM,640.0,N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1,3.193820026016113
CHEMBL310958,IC50,nM,225000.0,IC50,uM,225.0,N#CC(C#N)=NNc1ccc(O)cc1,3.6478174818886373
CHEMBL78005,IC50,nM,350000.0,IC50,uM,350.0,N#CC(C#N)=Cc1ccc2c(c1)OCO2,3.4559319556497243
CHEMBL134312,IC50,nM,11.0,IC50,uM,0.011,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.958607314841775
CHEMBL77243,IC50,nM,55000.0,IC50,uM,55.0,CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,4.259637310505756
CHEMBL80745,IC50,nM,1200.0,IC50,uM,1.2,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,5.920818753952375
CHEMBL77778,IC50,nM,450000.0,IC50,uM,450.0,N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1,3.3467874862246565
CHEMBL305246,IC50,nM,2.8,IC50,uM,0.0028,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.55284196865778
CHEMBL69966,IC50,nM,18.0,IC50,uM,0.018,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,7.7447274948966935
CHEMBL47940,IC50,nM,3200.0,IC50,uM,3.2,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,5.494850021680094
CHEMBL57712,IC50,nM,1300000.0,IC50,uM,1300.0,N#CC(C#N)=Cc1cc[n+]([O-])cc1,2.886056647693163
CHEMBL77869,IC50,nM,200000.0,IC50,uM,200.0,COc1cc(C=C(C#N)C#N)ccc1O,3.6989700043360187
CHEMBL69358,IC50,nM,1.2,IC50,uM,0.0012,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,8.920818753952375
CHEMBL137189,IC50,nM,200.0,IC50,uM,0.2,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,6.698970004336019
CHEMBL137617,IC50,nM,39.0,IC50,uM,0.039,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.4089353929735005
CHEMBL137027,IC50,nM,482.0,IC50,uM,0.482,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,6.31695296176115
CHEMBL78257,IC50,nM,800.0,IC50,uM,0.8,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,6.096910013008056
CHEMBL76082,IC50,nM,560000.0,IC50,uM,560.0,N#CC(C#N)=Cc1cc2c(cc1[N+](=O)[O-])OCO2,3.2518119729937993
CHEMBL77595,IC50,nM,850000.0,IC50,uM,850.0,N#C/C(=C\c1ccccc1)C(=O)O,3.070581074285707
CHEMBL309334,IC50,nM,2500.0,IC50,uM,2.5,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1,5.6020599913279625
CHEMBL310514,IC50,nM,260000.0,IC50,uM,260.0,N#CC(C#N)=Cc1ccc[nH]1,3.585026652029182
CHEMBL304971,IC50,nM,410.0,IC50,uM,0.41,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.3872161432802645
CHEMBL69071,IC50,nM,5.9,IC50,uM,0.0059,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.229147988357855
CHEMBL137534,IC50,nM,38.0,IC50,uM,0.038,CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.42021640338319
CHEMBL137788,IC50,nM,335.0,IC50,uM,0.335,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,6.474955192963154
CHEMBL424093,IC50,nM,25.0,IC50,uM,0.025,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,7.6020599913279625
CHEMBL77030,IC50,nM,2400.0,IC50,uM,2.4,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,5.619788758288394
CHEMBL78150,IC50,nM,460000.0,IC50,uM,460.0,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,3.337242168318426
CHEMBL264382,IC50,nM,1.1,IC50,uM,0.0011,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,8.958607314841775
CHEMBL308133,IC50,nM,1500000.0,IC50,uM,1500.0,O=C(O)C(=Cc1ccc(O)cc1)C(=O)O,2.8239087409443187
CHEMBL307179,IC50,nM,160000.0,IC50,uM,160.0,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,3.795880017344075
CHEMBL305782,IC50,nM,180.0,IC50,uM,0.18,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,6.7447274948966935
CHEMBL308672,IC50,nM,450.0,IC50,uM,0.45,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,6.346787486224656
CHEMBL133023,IC50,nM,24.0,IC50,uM,0.024,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,7.619788758288394
CHEMBL310400,IC50,nM,375000.0,IC50,uM,375.0,N#CC(C#N)=Cc1cccc(O)c1,3.425968732272281
CHEMBL136674,IC50,nM,71.0,IC50,uM,0.071,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.1487416512809245
CHEMBL73820,IC50,nM,25000.0,IC50,uM,25.0,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,4.6020599913279625
CHEMBL79064,IC50,nM,230000.0,IC50,uM,230.0,N#CC(C#N)=C(O)c1ccc(O)cc1,3.638272163982407
CHEMBL77803,IC50,nM,500.0,IC50,uM,0.5,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,6.301029995663981
CHEMBL75718,IC50,nM,2400000.0,IC50,uM,2400.0,N#C/C=C/c1ccc(O)cc1,2.619788758288394
CHEMBL77298,IC50,nM,153000.0,IC50,uM,153.0,COc1cc(C=C(C#N)C#N)cc(Br)c1O,3.815308569182401
CHEMBL432941,IC50,nM,8880.0,IC50,uM,8.88,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1,5.051587034221399
CHEMBL322395,IC50,nM,3000.0,IC50,nM,3000.0,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,5.522878745280337
CHEMBL431996,IC50,nM,56500.0,IC50,uM,56.5,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,4.247951552180561
CHEMBL86531,IC50,nM,29100.0,IC50,uM,29.1,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,4.536107011014093
CHEMBL138691,IC50,nM,2282.0,IC50,nM,2282.0,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5.641684359917804
CHEMBL139307,IC50,nM,194.0,IC50,nM,194.0,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.7121982700697735
CHEMBL322298,IC50,nM,200.0,IC50,uM,0.2,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,6.698970004336019
CHEMBL111434,IC50,nM,670.0,IC50,uM,0.67,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,6.173925197299173
CHEMBL111197,IC50,nM,30.0,IC50,uM,0.03,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,7.522878745280337
CHEMBL136058,IC50,nM,8.8,IC50,nM,8.8,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,8.05551732784983
CHEMBL939,IC50,nM,515.0,IC50,uM,0.515,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,6.288192770958809
CHEMBL95320,IC50,nM,850.0,IC50,uM,0.85,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,6.070581074285707
CHEMBL292323,IC50,nM,6500.0,IC50,uM,6.5,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,5.187086643357144
CHEMBL545315,IC50,nM,7.4,IC50,nM,7.4,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,8.130768280269024
CHEMBL111365,IC50,nM,1300.0,IC50,uM,1.3,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,5.886056647693163
CHEMBL422292,IC50,nM,51.0,IC50,nM,51.0,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.292429823902063
CHEMBL113023,IC50,nM,250.0,IC50,uM,0.25,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,6.6020599913279625
CHEMBL304414,IC50,nM,10000.0,IC50,uM,10.0,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,5.0
CHEMBL106232,IC50,nM,4500.0,IC50,uM,4.5,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,5.346787486224656
CHEMBL327127,IC50,nM,90.0,IC50,uM,0.09,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,7.045757490560675
CHEMBL293261,IC50,nM,850.0,IC50,uM,0.85,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,6.070581074285707
CHEMBL267019,IC50,nM,2500.0,IC50,uM,2.5,O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,5.6020599913279625
CHEMBL285063,IC50,nM,2.7,IC50,nM,2.7,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.568636235841012
CHEMBL136404,IC50,nM,7.7,IC50,nM,7.7,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.113509274827518
CHEMBL291979,IC50,nM,54100.0,IC50,uM,54.1,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,4.266802734893431
CHEMBL62843,IC50,nM,100000.0,IC50,uM,100.0,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,4.0
CHEMBL434827,IC50,nM,21.0,IC50,nM,21.0,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.6777807052660805
CHEMBL64430,IC50,nM,5000.0,IC50,uM,5.0,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21,5.301029995663981
CHEMBL137082,IC50,nM,156.0,IC50,nM,156.0,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,6.806875401645538
CHEMBL324926,IC50,nM,330.0,IC50,uM,0.33,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,6.481486060122113
CHEMBL62176,IC50,nM,1000.0,IC50,uM,1.0,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,6.0
CHEMBL138363,IC50,nM,44.0,IC50,nM,44.0,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.356547323513812
CHEMBL93464,IC50,nM,8.7,IC50,nM,8.7,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.060480747381382
CHEMBL31965,IC50,nM,74.0,IC50,uM,0.074,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.130768280269024
CHEMBL344486,IC50,nM,64.0,IC50,nM,64.0,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.1938200260161125
CHEMBL138940,IC50,nM,14.0,IC50,nM,14.0,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,7.853871964321762
CHEMBL321193,IC50,nM,150.0,IC50,uM,0.15,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,6.823908740944319
CHEMBL419022,IC50,nM,700.0,IC50,uM,0.7,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.154901959985743
CHEMBL344177,IC50,nM,20.0,IC50,nM,20.0,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.698970004336019
CHEMBL136178,IC50,nM,1039.0,IC50,nM,1039.0,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.983384452442823
CHEMBL136511,IC50,nM,2.7,IC50,nM,2.7,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.568636235841012
CHEMBL44,IC50,nM,1000.0,IC50,uM,1.0,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,6.0
CHEMBL136102,IC50,nM,193.0,IC50,nM,193.0,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,6.714442690992226
CHEMBL104153,IC50,nM,220.0,IC50,uM,0.22,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.657577319177793
CHEMBL95774,IC50,nM,80.0,IC50,uM,0.08,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,7.096910013008056
CHEMBL268868,IC50,nM,300.0,IC50,uM,0.3,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,6.522878745280337
CHEMBL7775,IC50,nM,8700.0,IC50,uM,8.7,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,5.060480747381382
CHEMBL61119,IC50,nM,5300.0,IC50,uM,5.3,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,5.275724130399211
CHEMBL50647,IC50,nM,220.0,IC50,uM,0.22,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,6.657577319177793
CHEMBL320705,IC50,nM,66.0,IC50,uM,0.066,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,7.180456064458132
CHEMBL113863,IC50,nM,1000.0,IC50,uM,1.0,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,6.0
CHEMBL553,IC50,nM,1450.0,IC50,uM,1.45,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,5.838631997765025
CHEMBL92086,IC50,nM,16.0,IC50,nM,16.0,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.795880017344075
CHEMBL109631,IC50,nM,190.0,IC50,uM,0.19,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,6.721246399047171
CHEMBL293913,IC50,nM,44000.0,IC50,uM,44.0,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,4.356547323513812
CHEMBL7914,IC50,nM,2500.0,IC50,uM,2.5,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,5.6020599913279625
CHEMBL334801,IC50,nM,57.0,IC50,nM,57.0,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.2441251443275085
CHEMBL325589,IC50,nM,510.0,IC50,uM,0.51,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,6.292429823902063
