molecule_chembl_id,standard_type,standard_units,IC50,type,units,value,canonical_smiles,pIC50
CHEMBL2333164,IC50,nM,2900.0,IC50,uM,2.9,O=C1NCCc2ccc(O)c(c2)Oc2c(Br)cc(cc2Br)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O,5.5376020021010435
CHEMBL2337372,IC50,nM,130500.0,IC50,uM,130.5,COc1cccc(Nc2nc(NC(=O)C(C)(C)C)nc3[nH]c4cccc(Cl)c4c23)c1,3.8843894883257004
CHEMBL2337371,IC50,nM,30800.0,IC50,uM,30.8,CC(C)(C)C(=O)Nc1nc(Nc2cccc(F)c2)c2c(n1)[nH]c1cccc(Cl)c12,4.511449283499556
CHEMBL2337369,IC50,nM,58700.0,IC50,uM,58.7,CC(C)(C)C(=O)Nc1nc(Nc2ccc(Cl)cc2)c2c(n1)[nH]c1cccc(Cl)c12,4.231361898752385
CHEMBL2337368,IC50,nM,39200.0,IC50,uM,39.2,CC(C)c1ccc(Nc2nc(NC(=O)C(C)(C)C)nc3[nH]c4cccc(Cl)c4c23)cc1,4.406713932979542
CHEMBL2337367,IC50,nM,114700.0,IC50,uM,114.7,CC(C)(C)C(=O)Nc1nc(Nc2ccccc2)c2c(n1)[nH]c1cccc(Cl)c12,3.9404365820987324
CHEMBL2337366,IC50,nM,82900.0,IC50,uM,82.9,COc1cccc(Nc2nc(N)nc3[nH]c4cccc(Cl)c4c23)c1,4.081445469449727
CHEMBL2337364,IC50,nM,38900.0,IC50,uM,38.9,Nc1nc(Nc2ccc(Cl)cc2F)c2c(n1)[nH]c1cccc(Cl)c12,4.410050398674292
CHEMBL2337363,IC50,nM,63600.0,IC50,uM,63.6,Nc1nc(Nc2ccc(Cl)cc2)c2c(n1)[nH]c1cccc(Cl)c12,4.196542884351586
CHEMBL2337362,IC50,nM,42000.0,IC50,uM,42.0,CC(C)c1ccc(Nc2nc(N)nc3[nH]c4cccc(Cl)c4c23)cc1,4.376750709602099
CHEMBL2337373,IC50,nM,147.0,IC50,nM,147.0,Nc1nc(Nc2ccccc2)c2c(n1)[nH]c1ccccc12,6.8326826652518236
CHEMBL2335378,IC50,nM,110600.0,IC50,uM,110.6,Nc1nc(Nc2ccc(F)c(Cl)c2)c2cc(CCc3ccccn3)[nH]c2n1,3.9562448730313204
CHEMBL2335377,IC50,nM,85900.0,IC50,uM,85.9,Nc1nc(Nc2ccc(F)c(Br)c2)c2cc(CCc3ccccn3)[nH]c2n1,4.066006836168758
CHEMBL2335019,IC50,nM,26900.0,IC50,uM,26.9,CC(C)(C)C(=O)Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1,4.570247719997592
CHEMBL2335379,IC50,nM,19900.0,IC50,uM,19.9,C#Cc1cccc(Nc2nc(N)nc3[nH]c(CCc4ccccn4)cc23)c1,4.701146923590294
CHEMBL2335013,IC50,nM,19300.0,IC50,uM,19.3,Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1,4.714442690992226
CHEMBL2335016,IC50,nM,16300.0,IC50,uM,16.3,CC(C)(C)C(=O)Nc1nc(Nc2ccc(F)c(Cl)c2)c2cc(CCc3ccccn3)[nH]c2n1,4.787812395596042
CHEMBL2335014,IC50,nM,15600.0,IC50,uM,15.6,Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1,4.806875401645539
CHEMBL2335018,IC50,nM,12800.0,IC50,uM,12.8,CC(C)(C)C(=O)Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1,4.892790030352131
CHEMBL2335015,IC50,nM,5400.0,IC50,uM,5.4,CC(C)(C)C(=O)Nc1nc(Nc2ccc(F)c(Br)c2)c2cc(CCc3ccccn3)[nH]c2n1,5.267606240177032
CHEMBL2335376,IC50,nM,300.0,IC50,uM,0.3,Nc1nc(Nc2cccc(Br)c2)c2cc(CCc3ccccn3)[nH]c2n1,6.522878745280337
CHEMBL2332119,IC50,nM,2600.0,IC50,uM,2.6,NC(=O)C1=C(N)C(=O)C=C(Nc2ccccc2O)C1=O,5.585026652029182
CHEMBL2333986,IC50,nM,10000.0,IC50,uM,10.0,COc1cc2ncnc(Nc3ccccc3C(F)(F)F)c2cc1OC,5.0
CHEMBL2333985,IC50,nM,4700.0,IC50,uM,4.7,COc1cc2ncnc(Nc3ccc(C(C)(F)F)cc3)c2cc1OC,5.327902142064283
CHEMBL2334003,IC50,nM,13.6,IC50,nM,13.6,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCNCCN,7.866461091629782
CHEMBL2334002,IC50,nM,12.1,IC50,nM,12.1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN,7.91721462968355
CHEMBL2334001,IC50,nM,63.4,IC50,nM,63.4,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCO,7.1979107421182675
CHEMBL2333999,IC50,nM,18.1,IC50,nM,18.1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCBr,7.7423214251308154
CHEMBL2333998,IC50,nM,412.8,IC50,nM,412.8,COc1cc2ncnc(Nc3cccc(C#N)c3)c2cc1OC,6.384260311380845
CHEMBL2333991,IC50,nM,126.7,IC50,nM,126.7,COc1cc2ncnc(Nc3cccc(-c4ccccc4)c3)c2cc1OC,6.8972233851165585
CHEMBL29641,IC50,nM,126.7,IC50,nM,126.7,COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC,6.8972233851165585
CHEMBL2347231,IC50,nM,61.0,IC50,uM,0.061,NC(=O)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1,7.214670164989233
CHEMBL484270,IC50,nM,9.0,IC50,nM,9.0,CCN1CCN(Cc2ccc(-c3cc4c(N[C@@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,8.045757490560675
CHEMBL2347959,IC50,nM,1270.0,IC50,nM,1270.0,CC(C)CCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,5.896196279044043
CHEMBL2347962,IC50,nM,486.0,IC50,nM,486.0,CN(C)CCCCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,6.313363730737707
CHEMBL2347961,IC50,nM,4.0,IC50,nM,4.0,CN(C)CCCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,8.397940008672037
CHEMBL2347960,IC50,nM,34.0,IC50,nM,34.0,CN(C)CCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.468521082957745
CHEMBL2347963,IC50,nM,2.0,IC50,nM,2.0,CN(C)CCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,8.698970004336019
CHEMBL2347966,IC50,nM,4.0,IC50,nM,4.0,CN(C)CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,8.397940008672037
CHEMBL2347965,IC50,nM,29.0,IC50,nM,29.0,CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.5376020021010435
CHEMBL2347964,IC50,nM,23.0,IC50,nM,23.0,CC(=O)Nc1ccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)cc1,7.638272163982407
CHEMBL2346678,IC50,nM,22.0,IC50,nM,22.0,Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.657577319177793
CHEMBL2347967,IC50,nM,49.0,IC50,nM,49.0,O=[N+]([O-])c1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.309803919971486
CHEMBL2347972,IC50,nM,30.0,IC50,nM,30.0,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccc4c(c3)OCO4)c12)c1ccccc1,7.522878745280337
CHEMBL2347971,IC50,nM,44.0,IC50,nM,44.0,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccoc3)c12)c1ccccc1,7.356547323513812
CHEMBL2347970,IC50,nM,73.0,IC50,nM,73.0,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccco3)c12)c1ccccc1,7.136677139879544
CHEMBL2347969,IC50,nM,90.0,IC50,nM,90.0,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(Br)c12)c1ccccc1,7.045757490560675
CHEMBL2347968,IC50,nM,168.0,IC50,nM,168.0,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(Cl)c12)c1ccccc1,6.774690718274137
CHEMBL2347973,IC50,nM,1451.0,IC50,nM,1451.0,COC(=O)[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,5.838332587562264
CHEMBL2348194,IC50,nM,339.0,IC50,nM,339.0,C[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,6.4698003017969175
CHEMBL2348418,IC50,nM,47.0,IC50,nM,47.0,CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,7.327902142064283
CHEMBL2348417,IC50,nM,36.0,IC50,nM,36.0,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,7.443697499232712
CHEMBL2348416,IC50,nM,44.0,IC50,nM,44.0,COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,7.356547323513812
CHEMBL2348415,IC50,nM,75.0,IC50,nM,75.0,CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,7.1249387366083
CHEMBL2348414,IC50,nM,38.0,IC50,nM,38.0,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,7.42021640338319
CHEMBL2348419,IC50,nM,110.0,IC50,nM,110.0,COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,6.958607314841775
CHEMBL2381511,IC50,nM,292.0,IC50,uM,0.292,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCCCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,6.534617148551582
CHEMBL2381510,IC50,nM,101.0,IC50,uM,0.101,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCOCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,6.995678626217358
CHEMBL2381509,IC50,nM,52.0,IC50,uM,0.052,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCC#CCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.2839966563652006
CHEMBL2381508,IC50,nM,174.0,IC50,uM,0.174,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,6.7594507517174005
CHEMBL2381507,IC50,nM,99.0,IC50,uM,0.099,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.00436480540245
CHEMBL2381506,IC50,nM,59.0,IC50,uM,0.059,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.229147988357855
CHEMBL2381505,IC50,nM,73.0,IC50,uM,0.073,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCC(C)Oc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.136677139879544
CHEMBL2381504,IC50,nM,42.0,IC50,uM,0.042,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)N5CCC(Oc6no[n+]([O-])c6S(=O)(=O)c6ccccc6)CC5)CC4)cc3OC)ncc2Cl)c1,7.376750709602099
CHEMBL2381516,IC50,nM,39.0,IC50,uM,0.039,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)N5CCN(CCOc6no[n+]([O-])c6S(=O)(=O)c6ccccc6)CC5)CC4)cc3OC)ncc2Cl)c1,7.4089353929735005
CHEMBL2381515,IC50,nM,59.0,IC50,uM,0.059,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.229147988357855
CHEMBL2381514,IC50,nM,51.0,IC50,uM,0.051,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.292429823902063
CHEMBL2385993,IC50,nM,6000.0,IC50,uM,6.0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1C(=O)Nc1nccc(-c2cccc(F)c2)n1,5.221848749616356
CHEMBL2385992,IC50,nM,5000.0,IC50,uM,5.0,Cc1ccc(NC(=O)/C=C/CN(C)C)cc1C(=O)Nc1nccc(-c2cccnc2)n1,5.301029995663981
CHEMBL2385991,IC50,nM,600.0,IC50,uM,0.6,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1C(=O)Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,6.221848749616356
CHEMBL2385990,IC50,nM,450.0,IC50,uM,0.45,Cc1ccc(NC(=O)/C=C/CN(C)C)cc1C(=O)Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,6.346787486224656
CHEMBL2385988,IC50,nM,6000.0,IC50,uM,6.0,CCOc1ccc(C(=O)Nc2nccc(-c3cccnc3)n2)cc1NC(=O)/C=C/CN(C)C,5.221848749616356
CHEMBL2385987,IC50,nM,3500.0,IC50,uM,3.5,CCOc1ccc(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,5.455931955649724
CHEMBL2385986,IC50,nM,1200.0,IC50,uM,1.2,CCOc1ccc(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.920818753952375
CHEMBL2385985,IC50,nM,800.0,IC50,uM,0.8,CCOc1cc(N)c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,6.096910013008056
CHEMBL2385984,IC50,nM,5000.0,IC50,uM,5.0,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,5.301029995663981
CHEMBL2385983,IC50,nM,4500.0,IC50,uM,4.5,CCOc1cc(N)c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.346787486224656
CHEMBL2385982,IC50,nM,6000.0,IC50,uM,6.0,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.221848749616356
CHEMBL2385981,IC50,nM,5000.0,IC50,uM,5.0,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,5.301029995663981
CHEMBL2385980,IC50,nM,5500.0,IC50,uM,5.5,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,5.259637310505756
CHEMBL2385979,IC50,nM,1500.0,IC50,uM,1.5,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.823908740944319
CHEMBL2385978,IC50,nM,2000.0,IC50,uM,2.0,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.698970004336019
CHEMBL2385977,IC50,nM,1000.0,IC50,uM,1.0,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,6.0
CHEMBL2385976,IC50,nM,900.0,IC50,uM,0.9,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,6.045757490560675
CHEMBL2385975,IC50,nM,800.0,IC50,uM,0.8,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,6.096910013008056
CHEMBL2385974,IC50,nM,850.0,IC50,uM,0.85,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,6.070581074285707
CHEMBL2385971,IC50,nM,3000.0,IC50,uM,3.0,CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(F)c(Cl)c4)cc3)cc2)CC1,5.522878745280337
CHEMBL2385970,IC50,nM,3500.0,IC50,uM,3.5,CN(C)C/C=C/C(=O)Nc1ccc(-c2cncc(C#N)c2Nc2ccc(F)c(Cl)c2)cc1,5.455931955649724
CHEMBL2385969,IC50,nM,2500.0,IC50,uM,2.5,CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)cc3)cc2)CC1,5.6020599913279625
CHEMBL2385968,IC50,nM,660.0,IC50,uM,0.66,CN(C)C/C=C/C(=O)Nc1ccc(-c2cncc(C#N)c2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,6.180456064458132
CHEMBL2385967,IC50,nM,2300.0,IC50,uM,2.3,CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(OCc5ccccn5)c(Cl)c4)cc3)cc2)CC1,5.638272163982407
CHEMBL2385959,IC50,nM,460.0,IC50,uM,0.46,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNCCS(C)(=O)=O)o1,6.337242168318426
CHEMBL2385960,IC50,nM,45.0,IC50,uM,0.045,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)o1,7.346787486224656
CHEMBL2385964,IC50,nM,1500.0,IC50,uM,1.5,Cc1ncc(C#N)c(Nc2ccc(OCc3ccccn3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)o1,5.823908740944319
CHEMBL2403108,IC50,nM,900.0,IC50,uM,0.9,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,6.045757490560675
CHEMBL2408830,IC50,nM,45.0,IC50,uM,0.045,C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)c4)n3)c(OC)c2)CC1,7.346787486224656
CHEMBL2408829,IC50,nM,68.0,IC50,uM,0.068,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1,7.167491087293763
CHEMBL2408828,IC50,nM,19.0,IC50,uM,0.019,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c2)n1,7.721246399047171
CHEMBL2408827,IC50,nM,410.0,IC50,uM,0.41,C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4ccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)cc4)n3)c(OC)c2)CC1,6.3872161432802645
CHEMBL2408826,IC50,nM,250.0,IC50,uM,0.25,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,6.6020599913279625
CHEMBL2408825,IC50,nM,140.0,IC50,uM,0.14,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,6.853871964321762
CHEMBL2408824,IC50,nM,960.0,IC50,uM,0.96,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,6.017728766960431
CHEMBL2408823,IC50,nM,780.0,IC50,uM,0.78,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,6.107905397309519
CHEMBL2408045,IC50,nM,12.0,IC50,nM,12.0,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,7.920818753952375
CHEMBL2419762,IC50,nM,27.0,IC50,uM,0.027,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,7.568636235841013
CHEMBL2419760,IC50,nM,2.0,IC50,uM,0.002,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,8.698970004336019
CHEMBL2426280,IC50,nM,790.0,IC50,uM,0.79,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,6.102372908709558
CHEMBL2426279,IC50,nM,1300.0,IC50,uM,1.3,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,5.886056647693163
CHEMBL2426278,IC50,nM,770.0,IC50,uM,0.77,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,6.113509274827518
CHEMBL2424676,IC50,nM,19000.0,IC50,uM,19.0,C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,4.721246399047171
CHEMBL2426277,IC50,nM,12000.0,IC50,uM,12.0,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,4.920818753952375
CHEMBL2426377,IC50,nM,24000.0,IC50,uM,24.0,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(C)c(-c2cnn3ccccc23)n1,4.619788758288394
CHEMBL2426290,IC50,nM,19000.0,IC50,uM,19.0,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(F)c(-c2cnn3ccccc23)n1,4.721246399047171
CHEMBL2426289,IC50,nM,20000.0,IC50,uM,20.0,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1nccc(-c2cnn3ccccc23)n1,4.698970004336019
CHEMBL2426288,IC50,nM,23000.0,IC50,uM,23.0,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,4.638272163982407
CHEMBL2426287,IC50,nM,1550.0,IC50,uM,1.55,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,5.809668301829708
CHEMBL2426286,IC50,nM,12800.0,IC50,uM,12.8,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c1,4.892790030352131
CHEMBL2426282,IC50,nM,550.0,IC50,uM,0.55,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1,6.259637310505756
CHEMBL2426281,IC50,nM,3500.0,IC50,uM,3.5,C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1,5.455931955649724
CHEMBL2110732,IC50,nM,11.0,IC50,uM,0.011,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,7.958607314841775
CHEMBL2426378,IC50,nM,1300.0,IC50,uM,1.3,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc([S+](C)[O-])c(-c2cnn3ccccc23)n1,5.886056647693163
CHEMBL2426285,IC50,nM,1800.0,IC50,uM,1.8,COc1ccc(NC(=O)CC#N)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,5.7447274948966935
CHEMBL2426284,IC50,nM,2800.0,IC50,uM,2.8,C=CC(=O)N1CCc2cc(OC)c(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)cc21,5.552841968657781
CHEMBL2426283,IC50,nM,19000.0,IC50,uM,19.0,C=CC(=O)Nc1ccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)cc1,4.721246399047171
CHEMBL2426248,IC50,nM,2300.0,IC50,uM,2.3,COc1ccc(NC(=O)CCCN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,5.638272163982407
CHEMBL2424794,IC50,nM,3600.0,IC50,uM,3.6,O=C(/C=C/c1cccnc1Cl)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.443697499232712
CHEMBL2424804,IC50,nM,2400.0,IC50,uM,2.4,O=C(/C=C/c1ccc(Br)s1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.619788758288394
CHEMBL1812567,IC50,nM,8800.0,IC50,uM,8.8,O=C(/C=C/c1cccs1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.055517327849832
CHEMBL2424801,IC50,nM,4700.0,IC50,uM,4.7,O=C(/C=C/c1cccnc1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.327902142064283
CHEMBL2424799,IC50,nM,5100.0,IC50,uM,5.1,CSCCCNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,5.292429823902063
CHEMBL2424796,IC50,nM,1500.0,IC50,uM,1.5,Clc1cccc(Nc2ncnc3ccc(NCc4ccc(Br)s4)cc23)c1,5.823908740944319
CHEMBL2424795,IC50,nM,3400.0,IC50,uM,3.4,Clc1cccc(Nc2ncnc3ccc(NCc4cccs4)cc23)c1,5.468521082957745
CHEMBL2424807,IC50,nM,4100.0,IC50,uM,4.1,Clc1cccc(Nc2ncnc3ccc(NCc4cccc(Br)n4)cc23)c1,5.3872161432802645
CHEMBL2425088,IC50,nM,190.0,IC50,uM,0.19,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CCO2)C1,6.721246399047171
