molecule_chembl_id,standard_type,standard_units,IC50,type,units,value,canonical_smiles,pIC50,ROMol,is_pains,has_unwanted_substructure
CHEMBL76587,IC50,nM,6500000.0,IC50,uM,6500.0,N#CC(C#N)Cc1ccc(O)cc1,2.1870866433571443,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFD2E0>,False,False
CHEMBL47940,IC50,nM,3200.0,IC50,uM,3.2,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,5.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFD350>,False,False
CHEMBL322395,IC50,nM,3000.0,IC50,nM,3000.0,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,5.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFF660>,False,False
CHEMBL322298,IC50,nM,200.0,IC50,uM,0.2,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,6.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFF430>,False,False
CHEMBL111434,IC50,nM,670.0,IC50,uM,0.67,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,6.173925197299173,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFF350>,False,False
CHEMBL111197,IC50,nM,30.0,IC50,uM,0.03,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,7.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFF2E0>,False,False
CHEMBL111365,IC50,nM,1300.0,IC50,uM,1.3,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,5.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFF040>,False,False
CHEMBL113023,IC50,nM,250.0,IC50,uM,0.25,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,6.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF7BA0>,False,False
CHEMBL327127,IC50,nM,90.0,IC50,uM,0.09,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,7.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF75F0>,False,False
CHEMBL324926,IC50,nM,330.0,IC50,uM,0.33,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,6.481486060122113,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF7F90>,False,False
CHEMBL321193,IC50,nM,150.0,IC50,uM,0.15,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,6.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF7820>,False,False
CHEMBL419022,IC50,nM,700.0,IC50,uM,0.7,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF77B0>,False,False
CHEMBL136511,IC50,nM,2.7,IC50,nM,2.7,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.568636235841012,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF70B0>,False,False
CHEMBL44,IC50,nM,1000.0,IC50,uM,1.0,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,6.0,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF7040>,False,False
CHEMBL104153,IC50,nM,220.0,IC50,uM,0.22,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF7B30>,False,False
CHEMBL50647,IC50,nM,220.0,IC50,uM,0.22,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,6.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF7900>,False,False
CHEMBL320705,IC50,nM,66.0,IC50,uM,0.066,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,7.180456064458132,<rdkit.Chem.rdchem.Mol object at 0x000001D689DF7890>,False,False
CHEMBL109631,IC50,nM,190.0,IC50,uM,0.19,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,6.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFCF20>,False,False
CHEMBL325589,IC50,nM,510.0,IC50,uM,0.51,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,6.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFCD60>,False,False
CHEMBL49596,IC50,nM,5600.0,IC50,uM,5.6,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,5.251811972993799,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFCAC0>,False,False
CHEMBL448154,IC50,nM,490.0,IC50,uM,0.49,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,6.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFC820>,False,False
CHEMBL107472,IC50,nM,7500.0,IC50,uM,7.5,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.1249387366083,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFC580>,False,False
CHEMBL139095,IC50,nM,2.4,IC50,nM,2.4,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.619788758288394,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFC4A0>,False,False
CHEMBL113070,IC50,nM,80.0,IC50,uM,0.08,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21,7.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFC430>,False,False
CHEMBL104779,IC50,nM,910.0,IC50,uM,0.91,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,6.040958607678906,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFC3C0>,False,False
CHEMBL301612,IC50,nM,260.0,IC50,uM,0.26,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,6.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFC350>,False,False
CHEMBL109296,IC50,nM,4500.0,IC50,uM,4.5,CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFCB30>,False,False
CHEMBL111339,IC50,nM,480.0,IC50,uM,0.48,Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x000001D689DFC0B0>,False,False
CHEMBL428690,IC50,nM,7600.0,IC50,nM,7600.0,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,5.119186407719209,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00BA0>,False,False
CHEMBL14932,IC50,nM,98.0,IC50,nM,98.0,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,7.008773924307505,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00B30>,False,False
CHEMBL38199,IC50,nM,3.7,IC50,nM,3.7,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,8.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00580>,False,False
CHEMBL29197,IC50,nM,0.025,IC50,nM,0.025,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,10.602059991327964,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00510>,False,False
CHEMBL287007,IC50,nM,2.6,IC50,nM,2.6,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x000001D689E004A0>,False,False
CHEMBL37346,IC50,nM,5500.0,IC50,nM,5500.0,Brc1cccc(Nc2ccnc3ccccc23)c1,5.259637310505756,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00430>,False,False
CHEMBL15202,IC50,nM,68.0,IC50,nM,68.0,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,7.167491087293763,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00120>,False,False
CHEMBL36819,IC50,nM,53.0,IC50,nM,53.0,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.275724130399211,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00040>,False,False
CHEMBL40130,IC50,nM,3.7,IC50,nM,3.7,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,8.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00E40>,False,False
CHEMBL35820,IC50,nM,0.006,IC50,nM,0.006,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,11.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00D60>,False,False
CHEMBL290096,IC50,nM,27.0,IC50,nM,27.0,Brc1cccc(Nc2ncnc3ccccc23)c1,7.568636235841013,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00A50>,False,False
CHEMBL37543,IC50,nM,12.0,IC50,nM,12.0,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00900>,False,False
CHEMBL287289,IC50,nM,21.0,IC50,nM,21.0,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.67778070526608,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00890>,False,False
CHEMBL39320,IC50,nM,0.37,IC50,nM,0.37,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,9.431798275933003,<rdkit.Chem.rdchem.Mol object at 0x000001D689E007B0>,False,False
CHEMBL289162,IC50,nM,5.1,IC50,nM,5.1,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00740>,False,False
CHEMBL37373,IC50,nM,41.0,IC50,nM,41.0,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.387216143280264,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00350>,False,False
CHEMBL39715,IC50,nM,3.4,IC50,nM,3.4,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x000001D689E002E0>,False,False
CHEMBL289213,IC50,nM,0.72,IC50,nM,0.72,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,9.142667503568733,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00F90>,False,False
CHEMBL287832,IC50,nM,40.0,IC50,nM,40.0,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.397940008672037,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00200>,False,False
CHEMBL39337,IC50,nM,0.44,IC50,nM,0.44,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,9.356547323513812,<rdkit.Chem.rdchem.Mol object at 0x000001D689E00190>,False,False
CHEMBL40734,IC50,nM,0.44,IC50,nM,0.44,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,9.356547323513812,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02F20>,False,False
CHEMBL39811,IC50,nM,7.5,IC50,nM,7.5,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.1249387366083,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02D60>,False,False
CHEMBL36727,IC50,nM,0.8,IC50,nM,0.8,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,9.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02CF0>,False,False
CHEMBL39355,IC50,nM,8.8,IC50,nM,8.8,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,8.05551732784983,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02C80>,False,False
CHEMBL289959,IC50,nM,346.0,IC50,nM,346.0,c1ccc(Nc2ncnc3ccccc23)cc1,6.460923901207224,<rdkit.Chem.rdchem.Mol object at 0x000001D689E022E0>,False,False
CHEMBL416611,IC50,nM,1.6,IC50,nM,1.6,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02120>,False,False
CHEMBL36967,IC50,nM,4.8,IC50,nM,4.8,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,8.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02040>,False,False
CHEMBL36164,IC50,nM,3.5,IC50,nM,3.5,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02F90>,False,False
CHEMBL280074,IC50,nM,440000.0,IC50,uM,440.0,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,3.356547323513813,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02B30>,False,False
CHEMBL338448,IC50,nM,1900.0,IC50,uM,1.9,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02AC0>,False,False
CHEMBL131715,IC50,nM,7000.0,IC50,uM,7.0,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02A50>,False,False
CHEMBL435809,IC50,nM,110.0,IC50,uM,0.11,CO[C@H]1[C@@H](N(C)C(=O)c2ccc(C(=O)O)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x000001D689E029E0>,False,False
CHEMBL57323,IC50,nM,610.0,IC50,uM,0.61,Cc1cccc(C)c1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,6.214670164989233,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02970>,False,False
CHEMBL131020,IC50,nM,1100.0,IC50,uM,1.1,CO[C@H]1[C@@H](N(C)S(C)(=O)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02820>,False,False
CHEMBL131590,IC50,nM,4700.0,IC50,uM,4.7,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2Cl)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.327902142064283,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02740>,False,False
CHEMBL160846,IC50,nM,8.0,IC50,uM,0.008,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x000001D689E026D0>,False,False
CHEMBL26001,IC50,nM,250000.0,IC50,uM,250.0,O=P(O)(O)C(O)c1ccc2ccccc2c1,3.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02660>,False,False
CHEMBL444337,IC50,nM,1300.0,IC50,uM,1.3,COC(=O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x000001D689E025F0>,False,False
CHEMBL422347,IC50,nM,82.0,IC50,uM,0.082,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,7.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02580>,False,False
CHEMBL131426,IC50,nM,1100.0,IC50,uM,1.1,CO[C@H]1[C@@H](N(C)CCC#N)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02510>,False,False
CHEMBL160303,IC50,nM,71.0,IC50,uM,0.071,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1,7.1487416512809245,<rdkit.Chem.rdchem.Mol object at 0x000001D689E024A0>,False,False
CHEMBL338935,IC50,nM,220.0,IC50,uM,0.22,CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02430>,False,False
CHEMBL269620,IC50,nM,540.0,IC50,uM,0.54,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,6.267606240177032,<rdkit.Chem.rdchem.Mol object at 0x000001D689E023C0>,False,False
CHEMBL335012,IC50,nM,8180.0,IC50,uM,8.18,CO[C@H]1[C@@H](N(C)C(=O)c2cccnc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.087246696328677,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02350>,False,False
CHEMBL76599,IC50,nM,5530.0,IC50,uM,5.53,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1ccccc1,5.257274868695302,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02200>,False,False
CHEMBL132348,IC50,nM,31.0,IC50,uM,0.031,CO[C@H]1[C@@H](N(C)CC(=O)O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x000001D689E020B0>,False,False
CHEMBL132169,IC50,nM,3600.0,IC50,uM,3.6,COc1ccc(C(=O)N(C)[C@H]2C[C@@H]3O[C@](C)([C@H]2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,5.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02EB0>,False,False
CHEMBL155761,IC50,nM,10.0,IC50,uM,0.01,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,8.0,<rdkit.Chem.rdchem.Mol object at 0x000001D689E02DD0>,False,False
CHEMBL335718,IC50,nM,1300.0,IC50,uM,1.3,CCCCC(O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01F90>,False,False
CHEMBL130163,IC50,nM,2600.0,IC50,uM,2.6,CO[C@H]1[C@@H](N(C)C(C)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01F20>,False,False
CHEMBL335932,IC50,nM,6400.0,IC50,uM,6.4,CO[C@H]1[C@@H](N(C)C(=O)C(F)(F)F)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.1938200260161125,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01E40>,False,False
CHEMBL336192,IC50,nM,7400.0,IC50,uM,7.4,COC(=O)c1ccc(C(=O)N(C)[C@H]2C[C@@H]3O[C@](C)([C@H]2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,5.130768280269024,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01DD0>,False,False
CHEMBL157084,IC50,nM,35.0,IC50,uM,0.035,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,7.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01190>,False,False
CHEMBL388978,IC50,nM,100.0,IC50,uM,0.1,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.0,<rdkit.Chem.rdchem.Mol object at 0x000001D689E010B0>,False,False
CHEMBL129946,IC50,nM,330.0,IC50,uM,0.33,CCN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.481486060122113,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01CF0>,False,False
CHEMBL337027,IC50,nM,160.0,IC50,uM,0.16,CO[C@H]1[C@@H](N(C)C(=O)CCC(=O)O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01BA0>,False,False
CHEMBL338449,IC50,nM,13500.0,IC50,uM,13.5,CO[C@H]1[C@@H](N(C)C(=O)OC(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.8696662315049934,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01B30>,False,False
CHEMBL130049,IC50,nM,2400.0,IC50,uM,2.4,COC(=O)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.619788758288394,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01AC0>,False,False
CHEMBL56236,IC50,nM,6680.0,IC50,uM,6.68,Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,5.175223537524454,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01A50>,False,False
CHEMBL335931,IC50,nM,3500.0,IC50,uM,3.5,CO[C@H]1[C@@H](N(C)C(=O)CNC(=O)OC(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01820>,False,False
CHEMBL338944,IC50,nM,4600.0,IC50,uM,4.6,CO[C@H]1[C@@H](N(C)C(=O)c2cccc(Cl)c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x000001D689E016D0>,False,False
CHEMBL57366,IC50,nM,450.0,IC50,uM,0.45,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,6.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01660>,False,False
CHEMBL337297,IC50,nM,8180.0,IC50,uM,8.18,CO[C@H]1[C@@H](N(C)C(=O)c2cnccn2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.087246696328677,<rdkit.Chem.rdchem.Mol object at 0x000001D689E015F0>,False,False
CHEMBL338049,IC50,nM,17.0,IC50,uM,0.017,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01580>,False,False
CHEMBL432738,IC50,nM,1360.0,IC50,uM,1.36,CCNC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,5.866461091629782,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01510>,False,False
CHEMBL131193,IC50,nM,910.0,IC50,uM,0.91,CO[C@H]1[C@@H](N(C)Cc2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.040958607678906,<rdkit.Chem.rdchem.Mol object at 0x000001D689E014A0>,False,False
CHEMBL338155,IC50,nM,260.0,IC50,uM,0.26,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@H](O)NC4=O,6.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x000001D689E013C0>,False,False
CHEMBL2448064,IC50,nM,300.0,IC50,uM,0.3,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1.Cl,6.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01270>,False,False
CHEMBL25579,IC50,nM,300.0,IC50,uM,0.3,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN(C)c1ccncc1,6.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01200>,False,False
CHEMBL428534,IC50,nM,500.0,IC50,uM,0.5,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCNCC1,6.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01EB0>,False,False
CHEMBL281872,IC50,nM,400.0,IC50,uM,0.4,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,6.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01D60>,False,False
CHEMBL281990,IC50,nM,1000.0,IC50,uM,1.0,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCN(C)CC1,6.0,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01C80>,False,False
CHEMBL422758,IC50,nM,450.0,IC50,uM,0.45,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1,6.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01C10>,False,False
CHEMBL25450,IC50,nM,500.0,IC50,uM,0.5,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCNCC1,6.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001D689E019E0>,False,False
CHEMBL1907763,IC50,nM,100.0,IC50,uM,0.1,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,7.0,<rdkit.Chem.rdchem.Mol object at 0x000001D689E01970>,False,False
CHEMBL24828,IC50,nM,200.0,IC50,uM,0.2,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,6.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000001D689E06CF0>,False,False
